BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,1100,25860,39025,HomeImp,Other,10.5,0,0,94.36667,1,9,
1,6400,25144,45200,HomeImp,Other,25,0,2,128,4,17,
0,6400,99131,125652,HomeImp,Other,8,,,419.3752,1,50,42.24493
0,6400,76577,83200,DebtCon,,5,,,,,,22.05503
0,6400,47251,58157,HomeImp,Other,0,0,,104.7925,,13,36.41689
0,6400,53476,70157,DebtCon,ProfExe,7,0,3,164.3154,1,30,21.13798
0,6400,81116,86148,HomeImp,ProfExe,8,0,0,262.1754,0,11,42.06827
0,6400,17491,63614,HomeImp,Office,23,0,0,325.2993,0,12,40.2444
0,6400,65215,74332,HomeImp,Mgr,9,,1,213.8321,0,24,40.64462
0,6400,62746,75016,DebtCon,ProfExe,12,0,0,133.1015,0,20,40.18812
0,6400,76732,78084,HomeImp,Other,8,0,0,109.193,0,26,37.96455
0,6400,70035,78635,DebtCon,Sales,3,0,0,147.0772,0,31,31.20613
0,6400,39687,51666,HomeImp,Office,9,,,177.5914,,19,26.12096
0,6400,51436,91284,DebtCon,,4,0,0,209.6429,2,30,31.97197
0,6400,44968,62747,HomeImp,Other,0,1,,101.3914,,12,36.60295
0,6400,9113,46351,HomeImp,Self,,0,0,202.2508,0,11,45.11432
0,6400,28041,33438,DebtCon,Other,1,1,0,10.42564,10,6,29.7537
0,6400,57887,74776,HomeImp,Mgr,3,0,1,126.3286,0,22,28.75635
0,6500,47949,53102,HomeImp,Office,9,,,180.8412,,19,27.83901
0,6500,,37448,HomeImp,Other,,,,333.2309,,11,29.01198
1,6500,60054,70434,HomeImp,Other,1,0,0,127.0627,2,21,37.80035
0,6500,80739,97630,DebtCon,ProfExe,1,,,,,,30.53126
0,6500,63144,76754,HomeImp,Mgr,2,0,2,129.0777,0,23,29.05543
0,6500,33639,37345,HomeImp,ProfExe,11,0,0,191.0757,0,13,24.22732
0,6500,78741,90599,DebtCon,ProfExe,0,,,,,,29.19886
0,6500,51724,87770,DebtCon,,4,0,0,209.3263,4,29,30.34345
1,6500,13600,,HomeImp,Other,14,2,5,115.3667,1,16,
1,6500,48000,61000,DebtCon,Other,1,1,0,97.29976,6,38,
1,6500,65000,80400,DebtCon,Other,15,0,0,224.8667,0,13,
0,6500,22789,35836,HomeImp,Office,1,0,0,110.5667,2,30,
0,6500,75113,115900,HomeImp,Office,29,0,0,332.7333,2,38,
0,6500,55000,88300,HomeImp,Office,29,0,0,234.4,1,17,
0,6500,60000,70000,DebtCon,ProfExe,9,0,0,54.76667,2,24,
0,6500,70300,107500,DebtCon,Office,1,0,0,242.4667,1,38,
1,6500,96314,105800,HomeImp,ProfExe,27,0,0,475.8,2,40,
0,6500,81145,117530,HomeImp,Office,29,0,0,327.2006,1,38,34.34584
0,6500,,70886,,,,,,,,,23.47088
1,6500,183860,208910,DebtCon,ProfExe,4,6,0,86.45223,6,29,69.80052
0,6500,58689,72557,DebtCon,Other,0,0,1,94.00805,2,18,34.89841
0,6600,62380,89742,HomeImp,Office,31,0,0,232.5273,0,16,26.16049
0,6600,74376,84855,DebtCon,,3,,,,,,20.02835
0,6600,,48800,HomeImp,,0,0,0,,0,0,12.21944
0,6600,68733,81973,HomeImp,Other,5,0,0,96.97767,0,14,42.21105
0,6600,40926,50486,HomeImp,Office,10,,,179.8009,,19,27.53238
0,6600,95450,112630,HomeImp,Office,23,0,0,122.8156,0,12,36.77346
0,6600,,46516,HomeImp,,0,0,0,,0,0,14.84599
0,6600,98415,126636,HomeImp,Other,11,,,423.2096,2,49,40.95709
0,6700,,55396,,,,,,,,,15.70399
0,6700,55113,56486,HomeImp,Other,4,0,0,84.41703,0,17,23.64285
1,6700,60301,70543,HomeImp,ProfExe,5,0,0,195.7809,0,19,32.39759
0,6700,,30544,DebtCon,Other,2,0,0,283.8972,0,14,24.12045
0,6700,49367,59609,HomeImp,Other,6,0,0,99.3037,0,17,25.23137
0,6700,58741,68225,DebtCon,ProfExe,9,0,3,173.5744,1,31,23.58701
1,6700,27510,42495,DebtCon,Other,2,0,2,171.5265,3,27,41.4286
1,6700,,81239,HomeImp,Other,19,,,,,,40.89493
0,6700,69773,83014,HomeImp,Other,0,1,0,263.1734,0,5,37.707
0,6700,51855,58084,HomeImp,Office,21,0,0,193.7547,0,19,19.54957
0,6700,48430,64358,HomeImp,Other,0,1,,108.3517,,13,38.89419
0,6700,29662,36195,HomeImp,Office,1,0,0,112.1371,1,30,38.52863
0,6700,66587,70710,DebtCon,ProfExe,9,1,0,43.92338,1,24,39.73858
1,6700,,20631,HomeImp,Mgr,4,0,0,174.7218,1,8,62.24645
0,6700,54161,59714,HomeImp,Office,20,0,0,209.2063,0,20,20.20352
0,6700,134616,155034,HomeImp,ProfExe,13,1,0,215.4224,0,19,19.49387
0,6800,136951,160306,HomeImp,ProfExe,11,0,0,219.7357,1,18,20.88509
0,6800,138691,160063,HomeImp,ProfExe,12,0,0,208.4208,0,19,19.33337
0,6800,49809,65074,DebtCon,Mgr,7,,4,116.6327,3,10,39.21503
0,6800,78292,86959,DebtCon,,3,,,,,,18.92721
0,6800,139578,154602,HomeImp,ProfExe,12,0,0,201.9608,0,18,22.32583
0,6800,57439,74816,HomeImp,Mgr,2,0,2,126.3032,0,22,27.11865
0,6800,76074,88178,HomeImp,Other,22,0,0,341.4651,0,46,27.52325
1,6800,31000,42000,DebtCon,Mgr,3.5,1,0,106.2667,2,26,
0,6800,45150,57150,DebtCon,Office,4,0,1,94.33333,3,12,
0,6800,56155,57912,HomeImp,Office,21,0,0,206.3063,0,20,21.79851
1,6800,,27410,HomeImp,Mgr,6,1,0,2.033333,1,5,
0,6800,178559,247611,DebtCon,Sales,,0,0,127.2341,0,22,42.0839
0,6800,,72310,HomeImp,Office,1,0,0,48.81884,0,3,40.78739
0,6800,71666,99913,HomeImp,Other,0,0,1,196.465,0,31,35.7616
0,6800,75964,88754,DebtCon,Mgr,19,0,1,298.7005,0,23,39.1075
0,6900,75880,113612,DebtCon,Office,1,0,0,230.8056,1,38,17.96588
0,6900,70717,87466,HomeImp,Other,2,0,0,112.5891,0,15,41.42809
0,6900,53776,51952,HomeImp,Other,5,0,0,87.90012,0,17,22.287
1,6900,53328,58088,DebtCon,Sales,2,0,0,101.5319,0,21,35.76406
1,6900,5816,,HomeImp,Mgr,23,0,2,67.8,1,18,
1,6900,57257,63752,DebtCon,Other,10,2,0,138.2348,0,22,38.37246
1,6900,37055,83000,HomeImp,Sales,1,0,0,122.2667,2,43,
0,6900,97662,110046,HomeImp,Office,24,0,0,111.1234,0,11,37.25315
0,6900,49000,68280,DebtCon,Other,1,0,0,61.9,8,22,
0,6900,,57067,,,,,,,,,14.37099
0,6900,50387,68443,DebtCon,Mgr,7,,3,105.8273,2,10,40.71767
0,6900,49932,66042,HomeImp,Office,20,0,0,204.4846,0,19,21.85549
0,6900,51384,84689,DebtCon,,4,0,0,224.247,3,29,30.52615
0,6900,,36191,HomeImp,Other,,,,311.8699,,12,30.79062
0,7000,98779,124827,HomeImp,Other,9,,,421.5419,1,49,40.82887
0,7000,73873,111781,DebtCon,Office,0,0,0,231.7999,0,38,19.27358
0,7000,74795,99149,HomeImp,Other,1,0,1,175.5714,0,32,34.44966
0,7000,,47462,HomeImp,Other,,,,102.6573,,9,36.09407
0,7000,78284,98214,HomeImp,Other,0,0,1,171.8384,0,31,36.24796
0,7000,58128,93740,HomeImp,ProfExe,5,0,0,213.363,2,24,34.4753
0,7000,81335,81018,HomeImp,Other,22,0,0,341.6106,1,47,27.7673
0,7000,52287,87972,HomeImp,ProfExe,7,0,0,211.2844,1,24,33.4614
0,7000,58339,72432,HomeImp,Mgr,10,,1,197.3384,0,24,39.84309
0,7000,46238,66842,DebtCon,Office,4,0,0,90.38041,3,11,36.30953
1,7000,142251,157250,HomeImp,Other,5,0,0,87.83333,4,21,
1,7000,19894,32500,DebtCon,Other,4,0,0,134.7,1,16,
1,7000,27290,63500,HomeImp,Office,6,,,,,,
1,7000,18000,46520,HomeImp,Office,17,0,1,183.1,0,23,
1,7000,66000,86300,DebtCon,Other,3,1,1,242.4333,0,8,
1,7000,46000,66660,DebtCon,Office,1,0,1,138.2333,0,9,
0,7000,120000,175450,DebtCon,Other,8,0,0,219.1667,1,20,
0,7000,58843,75300,HomeImp,Other,1.5,0,0,103.6667,0,7,
0,7000,7000,31200,DebtCon,Other,5,0,0,265.0667,0,12,
0,7000,29000,49000,DebtCon,Other,11,0,0,234.4,1,32,
0,7000,5768,26600,,,,,,,,,
0,7000,56636,76353,HomeImp,Other,15,0,0,229.3,1,36,
0,7000,55000,63000,HomeImp,Other,5,0,0,84.73333,3,20,
0,7000,46225,59000,DebtCon,Other,16,0,4,219.1333,0,37,
1,7000,53194,81150,HomeImp,ProfExe,14,7,0,183.6333,2,28,
1,7000,83000,97635,HomeImp,Other,5.6,3,0,141,0,10,
1,7000,138841,160000,DebtCon,Mgr,11,8,0,86.2,2,36,
1,7000,38800,53500,HomeImp,ProfExe,15,0,0,96.36667,0,18,
1,7000,25000,49840,DebtCon,Office,0.6,0,0,139,0,13,
1,7000,18000,25000,DebtCon,Other,6.5,1,0,205.9667,1,19,
1,7000,74500,81600,HomeImp,ProfExe,2,2,0,340.9,0,29,
1,7000,64300,119500,HomeImp,Other,1,1,0,54.83333,0,8,
0,7000,64255,68389,HomeImp,Other,4,0,0,80.15243,2,19,40.56186
1,7000,,96783,HomeImp,Other,20,,,,,,40.73032
0,7000,129959,161301,HomeImp,ProfExe,11,0,0,209.9863,0,18,21.91795
0,7000,58114,93391,HomeImp,ProfExe,6,0,0,200.0778,1,24,31.73651
0,7000,16047,67750,HomeImp,Office,21,0,0,315.3215,0,12,38.69366
1,7100,39000,55000,,Other,12,0,1,192.7667,2,31,
1,7100,54000,74800,DebtCon,Mgr,7.5,1,1,71,4,18,
0,7100,,74753,HomeImp,Office,2,0,0,48.85464,0,4,41.30255
0,7100,98490,114457,HomeImp,Office,23,0,0,116.1001,0,11,35.60189
0,7100,54700,68500,DebtCon,,19,0,0,155.2,1,12,
0,7100,,40185,HomeImp,Other,3,0,0,272.9227,1,25,41.9169
0,7100,25896,33580,DebtCon,Other,1,0,0,29.85637,9,7,28.27147
0,7100,120176,180104,DebtCon,Other,8,0,0,221.6073,0,18,32.67436
0,7100,58639,72412,DebtCon,ProfExe,14,0,0,120.0335,0,20,43.67875
0,7100,57863,70969,DebtCon,Other,0,0,0,65.87204,7,21,26.82949
0,7100,64850,76985,HomeImp,Other,0,0,0,108.2172,0,7,36.33756
0,7100,53273,54378,HomeImp,Other,5,0,0,84.83725,0,17,22.8612
1,7200,54600,65000,DebtCon,Other,14,2,1,98.43333,11,9,
0,7200,62329,78007,DebtCon,ProfExe,8,0,0,55.3588,1,23,38.64028
0,7200,57912,84806,HomeImp,Other,15,0,0,241.5142,0,35,35.06268
0,7200,98691,115750,HomeImp,Office,22,0,0,118.0001,0,11,37.72036
0,7200,79946,113807,DebtCon,Office,1,0,0,238.4588,0,37,18.61729
0,7200,36264,48240,DebtCon,Other,15,0,0,82.16667,0,12,
1,7200,46000,67000,DebtCon,Other,24,0,0,142,1,14,
1,7200,43705,50000,DebtCon,Other,9,0,2,235.3667,6,16,
0,7200,,38061,HomeImp,Other,,,,299.7527,,12,31.88003
1,7200,15637,39660,HomeImp,Self,6,0,1,354.2398,3,42,33.62413
0,7200,,74610,HomeImp,Office,1,0,0,40.18213,0,3,37.94125
0,7200,71667,117325,DebtCon,Office,0,0,1,241.0561,1,38,18.51055
1,7200,,76723,HomeImp,Other,10,0,0,70.19389,0,11,41.25071
0,7200,71509,86484,DebtCon,,4,,,,,,20.09905
0,7200,22832,31666,DebtCon,Other,0,0,0,38.00327,9,7,28.29568
1,7300,58671,87975,HomeImp,Mgr,3,0,0,74.06667,1,16,
1,7300,60890,75785,DebtCon,Other,6,0,1,45.96667,0,13,
1,7300,28500,42050,HomeImp,Other,3,,,,,,
1,7300,60971.32,77375,DebtCon,Other,2,,,,,,
0,7300,131000,197500,DebtCon,ProfExe,1.5,0,0,68.03333,2,23,
0,7300,55456,86766,HomeImp,ProfExe,6,0,0,240.0568,2,23,31.7247
0,7300,60973,79443,HomeImp,Other,14,0,0,239.6203,1,36,36.72714
0,7300,93428,118184,HomeImp,Other,10,,,411.9521,1,50,40.39647
0,7300,49064,64225,DebtCon,Mgr,6,,4,106.376,1,10,40.05192
0,7300,139348,205981,DebtCon,ProfExe,1,0,0,60.42476,2,22,36.81229
0,7400,32832,50798,DebtCon,Other,10,0,0,221.3384,1,31,36.00942
0,7400,75311,89905,DebtCon,ProfExe,0,,,,,,27.202
1,7400,2063,100448,HomeImp,Other,,0,0,96.13333,0,14,
0,7400,,44651,HomeImp,Other,2,0,0,271.9182,0,25,42.93004
0,7400,138033,163162,HomeImp,ProfExe,11,0,0,224.847,0,19,21.05757
0,7400,88288,119677,HomeImp,ProfExe,5,0,0,194.3721,1,27,26.64608
0,7400,75547,93839,DebtCon,ProfExe,0,,,,,,28.16183
0,7400,48924,86612,DebtCon,,4,0,0,207.7684,4,30,29.93792
0,7400,73985,114849,DebtCon,Office,0,0,0,238.5863,1,38,18.42137
0,7400,,54138,HomeImp,,1,0,0,,0,0,12.21968
0,7400,51974,59323,HomeImp,Other,4,0,0,83.34671,0,18,23.39763
0,7400,56596,72861,HomeImp,Mgr,3,0,1,141.9621,0,23,28.30025
1,7400,71576,89068,DebtCon,Sales,0,0,0,94.78223,0,17,42.80342
0,7400,65032,83184,HomeImp,Other,15,0,0,230.4203,1,35,35.41511
0,7400,72739,91425,DebtCon,ProfExe,3.5,0,0,128.8333,0,26,
0,7400,82412,91326,DebtCon,Mgr,19,0,1,316.9471,1,24,37.90875
1,7500,,51610,HomeImp,ProfExe,4,0,3,158.2667,2,18,
0,7500,45864,57799,DebtCon,,7,,0,65.5712,,16,33.86575
1,7500,57340,80000,DebtCon,ProfExe,4,0,5,86.23333,3,14,
0,7500,47518,60252,DebtCon,Other,16,0,3,220.625,0,37,26.71154
0,7500,63573,80601,HomeImp,Other,4,0,0,111.4352,0,14,41.77345
1,7500,32070,36811,DebtCon,Other,1,1,0,228.036,0,6,30.16221
0,7500,44744,60518,DebtCon,,6,,0,79.41123,,16,34.39744
0,7500,,49804,,,,,,,,,12.39124
0,7500,72097,69408,HomeImp,Sales,4,1,0,155.392,1,23,41.60098
0,7500,84479,104571,DebtCon,ProfExe,23,0,0,47.83285,3,14,33.07501
0,7500,88056,104794,DebtCon,ProfExe,25,0,0,56.75011,2,14,30.53891
0,7500,11358,36892,DebtCon,Other,5,0,0,286.9228,0,11,23.06293
1,7500,59000,72000,HomeImp,Office,5,0,3,295.8667,0,19,
1,7500,,,HomeImp,Other,21,,,158.9,1,21,
1,7500,35945,49750,HomeImp,Other,3,0,0,122.0667,0,23,
1,7500,18400,29375,DebtCon,Other,6,1,0,147.1,0,9,
1,7500,63500,86125,HomeImp,Other,5,0,0,136.1,0,8,
1,7500,33600,50125,DebtCon,Other,2,0,0,146.9333,0,18,
1,7500,57800,109600,DebtCon,Mgr,4,0,1,124.1333,1,18,
1,7500,,40150,HomeImp,Other,5,0,0,,1,0,
1,7500,80440,72920,HomeImp,Mgr,8,0,1,201.5,0,24,
1,7500,60000,87830,HomeImp,Other,5,0,0,153.2667,2,16,
1,7500,126000,151380,HomeImp,ProfExe,18,0,2,75.66667,1,13,
0,7500,40936,50900,DebtCon,,10,1,0,115.6,1,26,
0,7500,,26850,HomeImp,Office,20,0,0,185.6333,1,16,
0,7500,49100,85650,HomeImp,Other,18,0,0,178.3347,0,29,
1,7500,,71799,HomeImp,Mgr,4,0,3,177.5,0,22,
1,7500,39600,42000,DebtCon,Self,1,0,0,47.7,1,15,
1,7500,42077,91676,HomeImp,Office,5.5,1,4,344.9,1,30,
1,7500,42721,67000,DebtCon,Other,15,1,3,126.7667,2,23,
1,7500,,,HomeImp,Other,20,,,157.3284,0,20,
1,7500,12115,35910,HomeImp,Office,13,3,6,234.9008,0,24,24.66228
0,7500,67778,83368,DebtCon,ProfExe,15,0,0,227.2921,0,17,24.09177
0,7500,60192,76475,DebtCon,ProfExe,8,0,0,60.50363,2,24,39.28051
0,7500,57213,92458,HomeImp,Office,28,0,0,243.1571,1,16,23.99235
1,7500,50000,80000,HomeImp,Other,9,,5,299.5667,2,18,
0,7600,133475,203936,DebtCon,ProfExe,1,0,0,87.45287,2,23,37.00597
0,7600,77518,83727,DebtCon,,4,,,,,,22.65514
0,7600,48829,62357,DebtCon,Office,3,0,1,92.94136,2,12,35.67227
0,7600,58622,77726,HomeImp,Other,15,0,0,249.6338,2,36,34.88207
0,7600,,28593,HomeImp,Office,20,0,0,180.1689,0,16,35.5834
0,7600,49926,58588,DebtCon,,5,,1,64.66011,,16,35.0519
0,7600,80900,99525,DebtCon,ProfExe,2,0,0,135.6402,0,26,34.77709
0,7600,,40341,HomeImp,Other,3,0,0,265.0205,1,25,43.30011
0,7700,14776,32287,,,,,,,,,34.88046
0,7700,32243,36369,HomeImp,ProfExe,12,0,0,180.4158,0,13,21.72082
0,7700,53377,86018,HomeImp,Other,16,0,0,187.194,0,28,24.21766
0,7700,56622,70136,DebtCon,Mgr,7,,4,120.7645,1,11,38.13235
0,7700,35100,45000,DebtCon,Office,10,0,0,206.9667,1,23,
0,7700,,67350,,,,,,,,,
0,7700,70451,81862,DebtCon,Sales,3,0,0,141.2687,0,31,31.68194
0,7700,20887,26958,DebtCon,Other,0,0,0,17.46075,10,6,30.2335
1,7700,14589,33100,DebtCon,Other,3,0,7,122.0667,0,22,
0,7700,76056,83643,HomeImp,Other,22,0,0,353.1956,0,47,28.54453
0,7700,,68131,HomeImp,Office,1,0,0,56.60991,0,3,40.49982
0,7700,51045,91068,HomeImp,Other,20,0,0,179.2409,0,28,27.23109
0,7800,44000,57500,DebtCon,Other,11,0,0,95.36667,0,23,
1,7800,,11702,HomeImp,Other,0,0,0,44.62959,2,7,21.27179
0,7800,58399,65945,DebtCon,Other,1,0,1,106.6313,2,18,37.02476
0,7800,42802,52422,HomeImp,Office,8,,,193.0815,,18,26.49588
0,7800,58364,66688,DebtCon,Other,3,0,2,114.5122,3,18,37.92927
0,7800,64503,85608,HomeImp,Other,12,0,0,235.4854,0,35,34.42325
0,7800,69662,80498,HomeImp,Other,4,0,0,100.4283,0,14,42.80734
0,7800,45391,61743,DebtCon,Other,12,0,0,105.0876,0,22,36.70541
0,7800,48200,59000,DebtCon,Other,23,0,0,274.9667,3,29,
0,7800,55000,62800,HomeImp,Other,6,0,0,123.0333,0,34,
0,7800,38506,50309,DebtCon,Other,11,0,0,231.0012,0,32,35.90612
0,7800,55394,63567,DebtCon,Other,23,0,0,262.0144,2,29,38.98394
0,7800,,30320,DebtCon,Other,2,0,0,295.1134,0,13,23.24567
0,7800,109000,123500,DebtCon,Self,6,0,1,174.4667,0,19,
0,7800,53243,95065,HomeImp,ProfExe,7,0,0,220.8024,2,24,31.82763
1,7900,67222,75189,HomeImp,Other,4,0,0,95.67687,0,23,36.97971
0,7900,44682,57285,DebtCon,,7,1,0,110.0719,1,25,25.40902
0,7900,44690,45841,DebtCon,Office,10,0,0,185.6216,0,22,32.28572
1,7900,126919,166566,HomeImp,Mgr,10,,,,,,
0,7900,40827,55757,DebtCon,Other,14,0,0,87.60346,0,11,31.85056
0,7900,,31602,HomeImp,Office,20,0,0,192.1211,0,15,35.58605
0,7900,,67081,HomeImp,Office,1,0,0,59.08154,0,4,41.07788
0,7900,,71519,HomeImp,Office,0,0,0,55.87386,0,4,38.37509
0,7900,77221,95316,DebtCon,ProfExe,4,0,0,116.3095,0,25,35.4298
0,7900,,35422,HomeImp,Office,19,0,0,184.39,0,15,37.83671
0,7900,42400,53000,DebtCon,Other,2,0,1,95.36667,0,20,
1,7900,55383,70020,DebtCon,Other,12,2,0,80.77894,10,8,44.85898
0,7900,,37125,HomeImp,Other,,,,285.111,,12,29.41355
0,7900,78532,122952,HomeImp,Office,29,0,0,332.645,1,37,35.31155
0,7900,,75462,,,,,,,,,23.34502
0,7900,41935,53543,DebtCon,Office,8,0,0,203.5446,1,22,31.49169
0,8000,53000,65960,HomeImp,Other,7.5,0,0,132.5667,0,17,
0,8000,49232,61221,DebtCon,Other,23,0,0,258.1946,3,29,41.24661
0,8000,45557,56235,DebtCon,,7,,1,84.69113,,16,36.50316
0,8000,61565,87624,DebtCon,ProfExe,14,0,0,203.9971,0,17,23.56257
0,8000,82547,105361,DebtCon,ProfExe,24,0,0,52.59326,2,13,32.16092
0,8000,70546,81272,DebtCon,Sales,4,0,0,119.0669,0,31,33.36159
0,8000,177683,251771,DebtCon,Sales,,0,0,138.5116,0,22,39.73545
0,8000,75690,96517,DebtCon,ProfExe,1,,,,,,27.33616
1,8000,49685,81020,HomeImp,Other,2,0,3,129.3625,0,15,47.00098
1,8000,28000,41950,DebtCon,Office,2,0,0,103.4,1,20,
1,8000,47823,63000,DebtCon,Other,5,0,0,53.66667,2,18,
1,8000,61000,90450,HomeImp,Other,4,2,1,139.8667,0,9,
1,8000,58000,73750,DebtCon,Mgr,22,0,4,221.4333,1,20,
1,8000,33000,38500,HomeImp,Other,2,0,0,,0,0,
1,8000,33689.3,48000,DebtCon,Other,3,0,0,103.7333,0,13,
1,8000,47306,68350,HomeImp,Other,9,0,0,82.63333,0,20,
0,8000,45000,56100,HomeImp,Other,9.9,0,0,92.3,3,34,
0,8000,69341,86900,DebtCon,Office,15,0,1,89.26667,0,9,
0,8000,70917,83500,DebtCon,Mgr,8,0,0,107.5,0,23,
0,8000,,34226,HomeImp,Other,,,1,75.36667,1,10,
0,8000,78720,86800,DebtCon,Other,0.1,4,0,,0,4,
0,8000,38758,46466.26,HomeImp,Mgr,21,1,1,229.3,1,18,
0,8000,79200,116500,HomeImp,Other,8,,,,,,
0,8000,63700,79754,DebtCon,,3.8,0,0,208,0,16,
0,8000,41000,54000,DebtCon,Mgr,4,0,0,189.7,1,22,
0,8000,76600,96000,DebtCon,Mgr,2,0,0,73.03333,2,24,
0,8000,65000,93600,DebtCon,Other,16,,,140.0667,4,16,
0,8000,49000,60000,DebtCon,Mgr,11,0,0,107.5333,1,19,
1,8000,37871,,HomeImp,ProfExe,15,6,2,179.6333,0,30,
1,8000,4500,,DebtCon,Other,1,3,2,102.4333,6,15,
1,8000,63152,,DebtCon,Other,9,1,1,132.9,1,26,
1,8000,21944,31352,DebtCon,Other,0,1,1,33.43333,9,3,
1,8000,86804,113000,DebtCon,Other,7,1,3,145.1667,1,20,
1,8000,36000,115800,DebtCon,Other,,0,0,168.2333,3,30,
1,8000,32100,36739,HomeImp,Other,4,0,0,79.45885,2,8,31.27672
0,8000,47154,65458,DebtCon,Office,2,0,0,99.99379,3,12,38.87371
1,8000,92487,113947,DebtCon,Other,8,0,3,151.8174,0,19,26.45752
0,8000,84282,121045,HomeImp,Office,28,0,0,330.1749,1,37,35.36269
0,8000,57361,71167,HomeImp,Mgr,2,0,1,130.767,0,22,29.38199
0,8000,80817,89515,DebtCon,Other,0,3,0,,0,4,29.6389
0,8000,,49000,HomeImp,Other,11,1,0,310.4,2,13,
0,8000,84730,123455,HomeImp,Other,9,,,,,,40.03265
0,8000,58006,94930,HomeImp,ProfExe,4,0,0,223.203,2,24,30.9134
0,8000,,68572,HomeImp,Office,1,0,0,53.93514,0,4,37.70391
0,8100,43553,88242,DebtCon,,2,0,0,207.9405,4,30,31.32965
0,8100,78508,200133,HomeImp,Self,14,0,0,9.1,,8,
0,8100,48781,50434,HomeImp,Other,5,0,0,75.63505,0,18,24.54519
0,8100,84822,123854,HomeImp,Office,31,0,0,340.7444,2,38,36.20511
0,8100,53863,74705,DebtCon,Other,0,0,0,66.29457,8,21,26.04647
0,8100,78977,91995,DebtCon,Mgr,19,0,0,296.7471,1,23,38.82094
0,8100,81322,97823,DebtCon,ProfExe,3,0,0,118.4685,0,25,32.71678
0,8100,46380,58745,HomeImp,Other,7,0,0,78.36009,0,18,22.37534
0,8100,66546,84943,DebtCon,,3,0,0,225.691,0,15,30.39801
0,8100,54841,71400,DebtCon,Office,6,0,0,89.23333,2,15,
0,8100,66691,82768,DebtCon,,4,0,0,184.1934,0,15,32.39651
1,8100,19772,39431,DebtCon,Other,0,0,1,82.33529,1,12,20.34247
0,8100,13179,32981,,,,,,,,,31.74225
0,8100,69047,82113,DebtCon,Sales,3,0,0,121.4111,0,30,35.07392
0,8100,26886,36527,HomeImp,ProfExe,12,0,0,188.4198,0,13,24.86557
0,8100,,56386,HomeImp,Other,11,1,0,294.6028,2,12,32.38596
1,8100,28523,39816,DebtCon,Other,5,0,0,130.6439,0,16,37.39353
0,8100,28187,32584,DebtCon,Other,0,1,0,27.04883,10,7,29.28796
0,8100,50373,65865,DebtCon,Office,5,0,0,99.59817,2,11,38.91015
0,8200,10909,37286,DebtCon,Other,3,0,0,268.2546,0,12,22.23295
0,8200,39175,55848,HomeImp,Office,10,,,161.6616,,18,24.20011
0,8200,,50061,HomeImp,Other,10,0,0,296.9016,1,13,33.63214
0,8200,101230,120087,HomeImp,Other,9,,,419.273,1,49,40.55827
0,8200,62603,86782,DebtCon,ProfExe,15,0,0,219.5658,0,18,24.63662
0,8200,117314,132770,DebtCon,Self,4,0,1,176.3345,0,19,34.55205
0,8200,64006,80409,HomeImp,Other,15,0,0,235.3632,0,36,35.63672
0,8200,,49362,,,,,,,,,11.76969
0,8200,171456,246758,DebtCon,Sales,,0,0,138.1548,0,21,40.33786
0,8200,72986,87621,DebtCon,Office,14,0,1,86.54573,0,9,24.69743
0,8200,172497,249071,DebtCon,Sales,,0,0,114.982,0,21,41.09803
0,8200,51730,59025,DebtCon,Other,16,0,3,220.8133,0,37,24.38009
0,8200,58536,66546,DebtCon,Other,1,0,2,118.3974,2,17,34.71165
0,8200,68013,77008,DebtCon,ProfExe,8,0,0,49.14692,1,23,40.79259
1,8200,47700,60000,DebtCon,Other,0.1,0,0,,0,0,
0,8200,76268,89166,HomeImp,Other,23,0,0,341.8553,1,46,29.86958
0,8200,,38648,HomeImp,Other,,,,302.5302,,10,30.44538
0,8200,120837,176244,DebtCon,Other,8,0,0,196.7242,0,20,34.74574
0,8200,61821,64832,HomeImp,Other,5,0,0,123.286,0,34,35.87534
0,8200,66254,74994,DebtCon,ProfExe,7,0,0,60.38486,1,24,39.72611
0,8200,,49331,HomeImp,Other,9,0,0,305.8881,2,12,33.71861
0,8200,67489,80145,HomeImp,Other,2,0,0,104.3965,0,7,36.91231
1,8200,87979,94854,HomeImp,ProfExe,10,0,0,108.479,3,19,41.27068
0,8200,80989,105080,DebtCon,Mgr,1,0,0,81.3548,1,24,38.47577
0,8200,135929,200275,DebtCon,ProfExe,0,0,0,69.61717,1,23,37.80543
0,8200,75870,97922,DebtCon,ProfExe,0,,,,,,27.27636
0,8200,48515,59240,DebtCon,Other,17,0,4,214.1445,0,36,27.45914
0,8200,79751,125413,HomeImp,Other,7,,,,,,41.98556
0,8200,,33540,HomeImp,Office,21,0,0,178.6879,0,15,36.6017
0,8200,13392,34254,DebtCon,Other,3,0,0,267.9186,0,11,21.92999
1,8300,82000,111000,DebtCon,Other,6,2,2,214.1,2,12,
0,8300,57503,72704,DebtCon,,18,0,0,156.5937,0,11,33.33712
0,8300,61213,65798,HomeImp,Other,6,0,0,86.29652,2,20,41.42687
0,8300,41481,50448,HomeImp,Mgr,20,0,1,230.8489,1,18,35.88829
0,8300,14601,66143,HomeImp,Office,24,0,0,320.2349,1,12,40.01507
0,8300,51783,57839,DebtCon,Other,3,0,0,96.17667,0,20,36.21035
0,8300,47000,78320,HomeImp,Other,18,0,0,195.8333,1,17,
